0,Love td bank and the tellers are so kind
0,"Not sure why this location received so many negative comments. I may be one of the few lucky guests? I had a good, efficient and friendly service."
1,This branch has one of the rudest customer representative IÅfve experienced with any bank. IÅfve been waiting ages for a new TD visa that IÅfve applied for and merely called the branch to check if theyÅfve received it. Is it really that much to ask to do a simple check? Instead I got a hostile woman acting like I have no right to even call and ask. There are many branches in the downtown area. Avoid this one if you can.
1,"If i have an option to put zero rate, i would do so. Absolutely horrible experience at this 394 bay st branch. The moment i walked in, it seemed i interrupted the conversation between the TD youge man and the inquiry desk person who told me her name is Margo, which on the tag seemed Margaret. She gave the attitude since then, wanted to kick me out from the first sec. I insisted having the appointment, which she gave me the next day 4pm. I asked for two general 800 numbers, one was for the back office, one was for the customer service, she refused me both, and told me you could find it on my card back. I've never seen anyone in my whole life who can be that rude, and negative. How bank allowed this kind of person stays, most important at the inquiry table."
1,"nice tellers. though, management in TD is a cry and shame."
1,"Worst TD IÅfve ever been to. As a trans person, they were not willing to help me add notes about the pending name change or anything to help me deposit chequeÅfs. Transphobic comments were made and I do not recommend their service to anyone."
0,Best branch
1,"I went to this branch twice. Both were absolutely horrible. The customer service people don't even know what they are doing. On the first instance, he screwed up my account by resetting my password while I was requesting it for a different account. In the second instance, CSR Briggite was helping me. She don't have any product knowledge. She couldn't answer any one of my questions and more over she was so rude to me. This bank should employ people who loves the job, who value Canadian culture. I will never ever go to this branch, if there is any alternative."
1,Absolute terrible service. Served someone who wasnt even in line while there was like 10 people in line. Seriously makes me consider changing banks
0,Good service
0,Newly renovated TD bank! Friendly staff.
1,"on April 22nd. I went to this branch to withdrawal money. I deposited coins and as usual I asked to have the same number of empty rolls for the future time. (usually i deposit empty rolls every week (around 400 dollars each time), since my particular job). I'm a client of TD since 2009. The girl at the desk told me that she was told to tell me that they couldn't give me empty rolls, I had to buy them a dollarama. I said that this never happened in 10 years of TD, and in no one branch they gave me that answer. Then she came back with few empty rolls and she said, ""this is what I can give you"". I I pointed out that many rolls were missing, no one of 1 or 2 dollars, etc.. she said, ""we need the empty rolls for our business"". I asked to talk with a manager. the manager is named Eduardo Brandao (I asked his business card). he confirmed that they use the rolls that they have for their business. this is a joke, I'm a client of TD, I'm bringing to them money since 10 years and this is not their business..? ridiculous, very disappointed by this."
0,the staff who assisted me was super friendly and helpful. the building itself is also beautiful and really comfortable to be in
0,"I have started using the bank branch regularly as I work in the area. I have had incredible experiences with all the levels of staff I have encountered and yet to have a bad experience. Their front desk staff are great. Personable, helpful, and curious. Their investment personnel are also more of the above. I have had numerous encounters when staff have been incredibly accommodating, working right up to and even past closing when they are supposed to be shutting down, and just going out of their way to find answers to complicated problems."
0,"Great bank branch. Very casual, modern and relaxed. Has a great view of the old city hall through the glass walls. The furnishing is more like a casual artsy cafe rather than a typical bank. A giant screen gives weather predictions and news headlines, tweets etc."
